git_commit,particle,pdg,kinetic_energy_gev,runs,events,mean_energy_mev,psb_fraction,emb_fraction,em_total_fraction,tile_central_fraction,tile_extended_fraction,central_path_fraction,tilecal3_outer_fraction,fraction_closure_error,containment_90_sampling,containment_90_index,containment_95_sampling,containment_95_index,containment_99_sampling,containment_99_index,outer_tail_review
a7c24f9127a09699234e84399bf307ace29566c3,electron,11,1,5,1000,241.87316315822372,0.011891170960795748,0.98772697259194964,0.99961814355274536,0.00033120696138993919,5.0649485864768227e-05,0.99994935051413525,0,0,EMB2,2,EMB2,2,EMB2,2,false
a7c24f9127a09699234e84399bf307ace29566c3,electron,11,10,5,1000,2328.9188363064354,0.0018331532178966993,0.997277226130036,0.99911037934793268,0.00080197459533545726,8.7646056731814729e-05,0.99991235394326816,1.05134523990181e-06,0,EMB2,2,EMB2,2,EMB2,2,false
a7c24f9127a09699234e84399bf307ace29566c3,electron,11,100,5,1000,22776.632654302066,0.00046774873115494912,0.99802723980956731,0.99849498854072227,0.0014367845319936256,6.8226927283362895e-05,0.99993177307271597,1.7347480519836344e-06,6.6613381477509392e-16,EMB2,2,EMB2,2,EMB2,2,false
a7c24f9127a09699234e84399bf307ace29566c3,photon,22,1,5,1000,237.73340662302749,0.0019754203594202027,0.99733581311333364,0.99931123347275375,0.00061791877182963348,7.0847755416836663e-05,0.99992915224458345,3.0592539034933521e-08,2.2204460492503131e-16,EMB2,2,EMB2,2,EMB2,2,false
a7c24f9127a09699234e84399bf307ace29566c3,photon,22,10,5,1000,2305.6147066853391,0.00065837876032780803,0.9983372106028614,0.99899558936318922,0.00092805092400781246,7.6359712802849194e-05,0.99992364028719705,9.5308969133872605e-07,1.1102230246251565e-16,EMB2,2,EMB2,2,EMB2,2,false
a7c24f9127a09699234e84399bf307ace29566c3,photon,22,100,5,1000,22640.103351579157,0.00028139177886214668,0.99751148950164192,0.99779288128050403,0.0021473996052656908,5.9719114230313097e-05,0.99994028088576981,2.8875625351377795e-06,0,EMB2,2,EMB2,2,EMB3,3,false
a7c24f9127a09699234e84399bf307ace29566c3,pion_plus,211,1,5,1000,203.80456309680156,0.02190147808887781,0.79229264264436083,0.8141941207332386,0.18107177161259974,0.0047341076541614928,0.9952658923458384,0.00014054756964056365,1.1102230246251565e-16,TileCal1,4,TileCal1,4,TileCal2,5,false
a7c24f9127a09699234e84399bf307ace29566c3,pion_plus,211,10,5,1000,1354.9489240124187,0.0078935621030060688,0.56604052565039542,0.57393408775340149,0.42248325630752664,0.0035826559390719145,0.99641734406092819,0.0083640285454840372,0,TileCal2,5,TileCal2,5,TileCal3,6,false
a7c24f9127a09699234e84399bf307ace29566c3,pion_plus,211,100,5,1000,11631.438726887622,0.0011711578295071907,0.46881302336156067,0.46998418119106788,0.52889830742521171,0.0011175113837203869,0.9988824886162796,0.021468174074600496,0,TileCal2,5,TileCal2,5,TileCal3,6,true
