git_commit,baseline_eta,baseline_production_cut_mm,eta,production_cut_mm,paired_seeds,mean_delta_energy_mev,ci95_low_delta_energy_mev,ci95_high_delta_energy_mev,mean_delta_tilecal3_fraction,ci95_low_delta_tilecal3_fraction,ci95_high_delta_tilecal3_fraction,tilecal3_significant,mean_delta_tileext_fraction,ci95_low_delta_tileext_fraction,ci95_high_delta_tileext_fraction,tileext_significant
6a4aa8e1913193cd4ed7e3ae76f88ba98037400e,0,1,0,0.10000000000000001,5,125.37250163602221,0.60377941475168484,250.14122385729274,-0.0011379195649852715,-0.0073230212227875045,0.0050471820928169615,false,3.3020977158836843e-05,-7.9093815226908369e-05,0.00014513576954458204,false
6a4aa8e1913193cd4ed7e3ae76f88ba98037400e,0,1,0,10,5,-111.98533199286067,-394.84075509050388,170.87009110478255,-0.0018578747397006996,-0.0090793822154531661,0.0053636327360517674,false,6.9938770688482156e-05,1.6165314475393905e-05,0.00012371222690157039,true
6a4aa8e1913193cd4ed7e3ae76f88ba98037400e,0,1,0.40000000000000002,0.10000000000000001,5,578.29455689205713,316.25277118010439,840.33634260400981,-0.007169214144682072,-0.014901562619283208,0.00056313432991906328,false,0.00047911749472369803,0.00028591737112980051,0.00067231761831759555,true
6a4aa8e1913193cd4ed7e3ae76f88ba98037400e,0,1,0.40000000000000002,1,5,329.71043034448519,121.98939765824809,537.43146303072228,-0.0059847634625647995,-0.014730403888215967,0.0027608769630863682,false,0.00041753215020053314,0.0003051887243967543,0.00052987557600431192,true
6a4aa8e1913193cd4ed7e3ae76f88ba98037400e,0,1,0.40000000000000002,10,5,280.60878242984836,160.97489803357925,400.24266682611744,-0.0073886154193949418,-0.015585468350863569,0.00080823751207368538,false,0.00050095230221163336,0.00031979960784336392,0.0006821049965799028,true
6a4aa8e1913193cd4ed7e3ae76f88ba98037400e,0,1,0.80000000000000004,0.10000000000000001,5,1484.9991105268152,1318.4583743822964,1651.5398466713341,-0.020697649534738096,-0.028637529357715061,-0.01275776971176113,true,0.015329723092884768,0.012714010218720682,0.017945435967048853,true
6a4aa8e1913193cd4ed7e3ae76f88ba98037400e,0,1,0.80000000000000004,1,5,1516.2302737599632,1295.1247385928095,1737.3358089271169,-0.020605086326283745,-0.028522352583936456,-0.012687820068631034,true,0.016628988408253255,0.014467402355547186,0.018790574460959324,true
6a4aa8e1913193cd4ed7e3ae76f88ba98037400e,0,1,0.80000000000000004,10,5,1381.8556497141003,1213.0915271501221,1550.6197722780785,-0.02069467071520615,-0.028766704558993311,-0.012622636871418989,true,0.016238103055809493,0.013970900530688182,0.018505305580930803,true
