git_commit,particle,pdg,kinetic_energy_gev,eta,production_cut_mm,runs,events,hits,mean_energy_mev,seed_stddev_energy_mev,ci95_half_width_energy_mev,relative_ci95_half_width_energy,tilecal3_fraction,seed_stddev_tilecal3_fraction,ci95_half_width_tilecal3_fraction,tileext_fraction,seed_stddev_tileext_fraction,ci95_half_width_tileext_fraction,precision_review
6a4aa8e1913193cd4ed7e3ae76f88ba98037400e,pion_plus,211,100,0,0.10000000000000001,5,1000,1976463,11756.811228523642,368.60610595157112,457.68493127814895,0.0389293425216986,0.02049074143701831,0.0036026910512746311,0.0044733317750185889,0.0011495601875864759,8.6031707801885723e-05,0.0001068224742815876,true
6a4aa8e1913193cd4ed7e3ae76f88ba98037400e,pion_plus,211,100,0,1,5,1000,1939663,11631.43872688762,370.95210164279933,460.59786966788818,0.039599389248653721,0.021628661002003585,0.0065301263945718802,0.0081082228478600669,0.001116539210427639,6.3239948651315565e-05,7.8522767488593367e-05,true
6a4aa8e1913193cd4ed7e3ae76f88ba98037400e,pion_plus,211,100,0,10,5,1000,1972984,11519.453394894761,319.7647371381251,397.04036199950082,0.034466944601335231,0.019770786262302883,0.0019634941696490054,0.0024380000211361684,0.0011864779811161211,8.4455240322612603e-05,0.00010486503136823512,true
6a4aa8e1913193cd4ed7e3ae76f88ba98037400e,pion_plus,211,100,0.40000000000000002,0.10000000000000001,5,1000,2184919,12209.733283779677,188.96742180457616,234.63404448812764,0.019216967237100344,0.014459446857321511,0.0014866843960933413,0.0018459624913204104,0.001595656705151337,0.00011930310949484211,0.0001481343759335074,false
6a4aa8e1913193cd4ed7e3ae76f88ba98037400e,pion_plus,211,100,0.40000000000000002,1,5,1000,2099064,11961.149157232107,340.87436944503355,423.25143245030813,0.035385515796732318,0.015643897539438782,0.0024147694336506412,0.0029983322697268999,0.0015340713606281722,7.2490300098689949e-05,9.0008595851530249e-05,true
6a4aa8e1913193cd4ed7e3ae76f88ba98037400e,pion_plus,211,100,0.40000000000000002,10,5,1000,2086634,11912.04750931747,324.76641110394712,403.25076049361508,0.033852346557398875,0.01424004558260864,0.0018669057990549692,0.0023180697187243906,0.0016174915126392722,0.00010072077098503722,0.00012506135520344724,true
6a4aa8e1913193cd4ed7e3ae76f88ba98037400e,pion_plus,211,100,0.80000000000000004,0.10000000000000001,5,1000,2702739,13116.437837414434,436.00380768182919,541.37023107828611,0.0412741811297299,0.00093101146726548741,0.00014238554639605863,0.00017679500682455805,0.016446262303312403,0.0020648968969491977,0.0025639081369444915,true
6a4aa8e1913193cd4ed7e3ae76f88ba98037400e,pion_plus,211,100,0.80000000000000004,1,5,1000,2657987,13147.669000647584,452.69751709514856,562.09820905328013,0.042752689395024634,0.0010235746757198401,0.00017539344480526527,0.00021777972593563729,0.017745527618680895,0.0017003566163693096,0.0021112715946533449,true
6a4aa8e1913193cd4ed7e3ae76f88ba98037400e,pion_plus,211,100,0.80000000000000004,10,5,1000,2657905,13013.294376601722,288.45612989931863,358.165591557173,0.027523053055740064,0.00093399028679743595,0.00016526828322015584,0.00020520767731941117,0.017354642266237133,0.0017756389759952384,0.0022047469903006896,false
