events,seed,mean_interactions,eligible_neutrinos,outside_acceptance_neutrinos,off_transported,on_transported,transported_delta,off_total_energy_mev,on_total_energy_mev,energy_delta_mev,energy_abs_delta_mev,energy_relative_delta,off_hit_count,on_hit_count,changed_hit_cells,missing_off_hit_cells,missing_on_hit_cells,hit_energy_l1_mev,max_abs_hit_delta_mev,generator_entries
100,512,1,1,4,5401,5402,1,650664.8847771642,650664.8847771642,0,0,0,396241,396241,0,0,0,0,0,55114
