seed_pairs,paired_bunch_crossings,total_runs,total_transport_bunch_crossings,seeds,eligible_neutrinos,eligible_sample_classification,outside_acceptance_neutrinos,off_transported,on_transported,off_hit_count,on_hit_count,changed_hit_cells,missing_off_hit_cells,missing_on_hit_cells,generator_entries,requested_interactions,generated_interactions,generation_failures,unknown_pdg_particles,unlineaged_steps,segmentation_failures,transported_delta,off_total_energy_mev,on_total_energy_mev,energy_abs_delta_mev,hit_energy_l1_mev,energy_delta_mev,energy_relative_delta,max_abs_hit_delta_mev,energy_changed_events,hit_count_changed_events
3,3000,6,6000,1512;2512;3512,80,DESCRIPTIVE,142,171728,171808,12388417,12388417,0,0,0,1732119,3034,3034,0,0,0,0,80,20890822.160133298,20890822.160133298,0,0,0,0,0,0,0
